ඇමතිවරයා,emathiwaraya
ආගමක්,agamak
අවධි,awadhi
අන්ධ,andha
අධ්‍යාපනික,adhyapanika
අඩුම,aduma
සිංහලයේ,sinhalaye
සම්මානය,sammanaya
විදර්ශනා,widarshana
විචාරය,wicharaya
විචාරකයන්,wicharakayan
ලංකාවෙන්,lankawen
මෙහෙවර,mehewara
මහරජ,maharaja
භෝජන,bhojana
පැටවුන්,petawun
පත්‍රයේ,pathraye
දෙන්නෙක්,dennek
දනිති,danithi
තථාගත,thathagatha
ගැනෙන,genena
කාන්තාවෝ,kanthawo
කථාවෙන්,kathawen
අල්විස්,alwis
අයිස්,ayis
සෝවාන්,sowan
සමස්ථ,samastha
විකිණීම,wikineema
ලොතරැයි,lothareyi
ලියනගේ,liyanage
රක්ෂිත,rakshitha
යෞවන,yauwana
යුතුද,yuthuda
යැයිද,yeyida
මාසයේදී,masayedee
මත්තෙහි,maththehi
මගී,magee
පෙනුණේ,penune
පැවතිණ,pewathina
පානීය,paneeya
පාත්,path
ප්‍රයත්නය,prayathnaya
පරිණාමය,parinamaya
ද්‍වවිතය,dwawithaya
දහඩිය,dahadiya
තුළත්,thulath
ජනෙල්,janel
ගුණරත්න,gunarathna
ගීතයේ,geethaye
ගිරි,giri
ගැනිම,genima
කියැවෙන,kiyewena
කියන්ඩ,kiyanda
ඉස්සරහට,issarahata
ඉගෙනුම,igenuma
අඟල්,angal
වූද,wuda
විශ්වවිද්‍යාල,wishwawidyala
වැටුණා,wetuna
ව්‍යාපෘතියක්,wyapthiyak
යානය,yanaya
යත්න,yathna
මන්,man
බුහුමන්,buhuman
පිවිසෙන,piwisena
නිකායය,nikayaya
නැගීම,negeema
දේවාලයේ,dewalaye
දැහැමි,dehemi
ජනපදය,janapadaya
කාණු,kanu
කසළ,kasala
එනකොට,enakota
ඉන්දියාවෙන්,indiyawen
ඇමෙරිකාවේ,emerikawe
ආසාව,asawa
අනුකූලව,anukulawa
අධ්‍යයනයක්,adhyayanayak
හාත්පසින්,hathpasin
හලෝ,halo
වීසි,weesi
වින්‍යාසය,winyasaya
වාසනාව,wasanawa
ලඟ,langa
භාව,bhawa
බීමට,beemata
බල්ලා,balla
පඹරාළ,pambarala
තලය,thalaya
කරන්නේද,karanneda
කථාවේ,kathawe
එල්ලී,ellee
උපසපන්,upasapan
ඉතිහාසයක්,ithihasayak
ඇවිල්ලා,ewilla
අපෙන්,apen
සුරංග,suranga
සහතිකය,sahathikaya
සමීපයෙහි,sameepayehi
සංබ්‍යා,sanbya
වෝල්ටර්,woltar
වන්නකි,wannaki
මඟට,mangata
භූමියට,bhumiyata
බලගතු,balagathu
පුද්ගලයන්ගේ,pudgalayange
පිළිගනු,piliganu
පැහැරගෙන,peheragena
පැල,pela
පාරිභෝගිකයා,paribhogikaya
ප්‍රතිශතය,prathishathaya
පන්දු,pandu
නොසන්සුන්,nosansun
නොමිලේ,nomile
දැනිණ,denina
දල්වා,dalwa
දරුවෙකු,daruweku
තමනට,thamanata
උර,ura
උතුර,uthura
ඉවසා,iwasa
ඉටුකර,itukara
ආසා,asa
අමාත්‍යවරයා,amathyawaraya
අග්‍රාමාත්‍ය,agramathya
ස්නායු,snayu
සතරක්,satharak
ලොකුම,lokuma
රටවලින්,ratawalin
රජහු,rajahu
මුදුනේ,mudune
මැතිතුමා,methithuma
භාගයක්,bhagayak
ප්‍රමාණ,pramana
නොගන්නා,noganna
නිවේදනය,niwedanaya
නවතම,nawathama
දශ,dasha
දරුවෙක්,daruwek
කඩේ,kade
ඉන්නා,inna
ආලේප,alepa
අඩුවක්,aduwak
හිතෙන,hithena
හිටගෙන,hitagena
සේවකයෝ,sewakayo
සලකති,salakathi
විකාර,wikara
යන්ත්‍රයක්,yanthrayak
මොවුහු,mowuhu
මහතාත්,mahathath
පුතුන්,puthun
පලවා,palawa
නිවා,niwa
තිබේද,thibeda
තිබෙන්නට,thibennata
ග්‍රහ,graha
කිහිපයකි,kihipayaki
කිහිපය,kihipaya
කළද,kalada
කවදත්,kawadath
එජාපයට,ejapayata
උපසම්පදාව,upasampadawa
උපනිෂද්,upanishad
උපදවන,upadawana
ඇසුවෙමි,esuwemi
අවදියේ,awadiye
අපහාස,apahasa
හඬා,handa
ශාසනික,shasanika
වුනේ,wune
විෂයන්,wishayan
ලැබීමේ,lebeeme
මුහුණක්,muhunak
පිටට,pitata
ප්‍රචණ්ඩත්වය,prachandathwaya
පසුබිම්,pasubim
පණිවිඩය,paniwidaya
ද්විත්ව,dwithwa
තරුණයෙක්,tharunayek
කීමෙන්,keemen
කිරීමකි,kireemaki
කරන්නම්,karannam
ආස්වාදය,aswadaya
අවුරුද්දකට,awuruddakata
යහපතක්,yahapathak
භාවයක්,bhawayak
තේමාව,themawa
තැනූ,thenu
තමුසෙ,thamuse
ගොඩට,godata
ගුණයක්,gunayak
ගමක්,gamak
ඉපිද,ipida
ආසන්නයේ,asannaye
ආදර්ශ,adarsha
ආකාරයක,akarayaka
හෘද,hda
සිටිමු,sitimu
ශෛලිය,shailiya
වයි,wayi
රුබේරු,ruberu
බෞද්ධයෝ,bauddhayo
පැළඳ,pelanda
පාඩු,padu
පවරන,pawarana
දෙවිවරු,dewiwaru
දර්ශනයට,darshanayata
තෘෂ්ණාව,thshnawa
තබමින්,thabamin
චතුරාර්ය,chathurarya
ගිවිසුම්,giwisum
ගැනිමට,genimata
කොටුවේ,kotuwe
කියන්නම්,kiyannam
කාව්‍යයන්,kawyayan
ඒකකයක්,ekakayak
උපයා,upaya
ඉෂ්ට,ishta
ඉඳුරා,indura
ආරාම,arama
අන්‍යෝන්‍ය,anyonya
අන්තිමේ,anthime
හිතනව,hithanawa
වැදුණු,wedunu
වැටුණ,wetuna
වසමේ,wasame
වයසට,wayasata
ලිපියෙන්,lipiyen
භක්ති,bhakthi
බුදුන්ට,budunta
බසෙහි,basehi
ප්‍රධානීන්,pradhaneen
නිමා,nima
නිපදවා,nipadawa
දනිමු,danimu
තෙවැනි,theweni
ඡන්දයෙන්,chandayen
චන්ද්‍ර,chandra
ගැහැනිය,geheniya
ඇබ්බැහි,ebbehi
ඇතා,etha
ඇත්තෙන්,eththen
අයිතීන්,ayitheen
අත්වැල්,athwel
සරණංකර,saranankara
සංගම්,sangam
විෂ්කම්භය,wishkambhaya
විශේෂඥ,wisheshagna
වාස්තු,wasthu
වසරක,wasaraka
වංශය,wanshaya
රණවීර,ranaweera
යන්නෙහි,yannehi
මොනවට,monawata
මන,mana
මඟක්,mangak
පිටස්තර,pitasthara
ප්‍රවණතා,prawanatha
පළා,pala
නූගත්,nugath
නතු,nathu
ටින්,tin
ජනතාවගෙන්,janathawagen
ගම්‍ය,gamya
කෙනෙකි,keneki
කීරොව්,keerow
කැස්ත්‍රෝ,kesthro
කැපීම,kepeema
කැපවීම,kepaweema
කාලා,kala
කථාවෙහි,kathawehi
කට්ටිය,kattiya
ඇමැතිවරු,emethiwaru
ආයෙ,aye
අංශයෙන්,anshayen
හානිය,haniya
හානිකර,hanikara
සොඳුරු,sonduru
සෙනඟ,senanga
සියල්ලන්,siyallan
සාක්ෂ්‍ය,sakshya
වික්‍රම,wikrama
වහ,waha
රජරට,rajarata
මැදට,medata
බන්දුල,bandula
පුවත්පත,puwathpatha
පහන,pahana
නීතියක්,neethiyak
දේශනය,deshanaya
දුගී,dugee
ජීවත්ව,jeewathwa
ගේන්න,genna
ගිවිසුමක්,giwisumak
ගිලී,gilee
ඔරොත්තු,oroththu
ඔබ්බට,obbata
ඉරි,iri
ඇඳේ,ende
ලෑලි,leli
යමකු,yamaku
මක්නිසාද,maknisada
භීතිය,bheethiya
පිරිනිවන්,piriniwan
පැත්තෙ,peththe
පහල,pahala
පන්තියට,panthiyata
නායකත්වයට,nayakathwayata
දුක්බ,dukba
ජපානයට,japanayata
කෝපයට,kopayata
කුරුලු,kurulu
කැලණි,kelani
කවරෙක්,kawarek
උත්සවයට,uthsawayata
ඉදිකිරීමට,idikireemata
අධ්‍යයනයට,adhyayanayata
හිතකර,hithakara
සමයට,samayata
ලැබෙනු,lebenu
ලැබුවා,lebuwa
මුහුණින්,muhunin
බුද්ධත්වය,buddhathwaya
බැස්සේ,besse
බඳින,bandina
පුපුරා,pupura
පැමිණෙයි,pemineyi
පදිංචිව,padinchiwa
පක්ෂයෙන්,pakshayen
නම්වලින්,namwalin
දමමින්,damamin
ජනමත,janamatha
ගැටුමක්,getumak
කෝරළයේ,koralaye
කොඩි,kodi
ඇතිවී,ethiwee
ආසාවෙන්,asawen
ආසනය,asanaya
අමුද්‍රව්‍ය,amudrawya
අධිකාරියේ,adhikariye
හැකියාවන්,hekiyawan
සියවසට,siyawasata
සමතුලිත,samathulitha
වගන්තිය,waganthiya
රන්වන්,ranwan
මේකට,mekata
මැරෙන,merena
මන්දිරය,mandiraya
බවත්ය,bawathya
පිදුම්,pidum
පලතුරු,palathuru
පත්වීමට,pathweemata
නොතිබුණි,nothibuni
නියෝගයක්,niyogayak
ධුරය,dhuraya
දිව්‍යමය,diwyamaya
දාරක,daraka
තිස්සමහාරාම,thissamaharama
තියෙන්න,thiyenna
තිබුණේය,thibuneya
ගූඪ,guda
ගවයන්,gawayan
කොඩිතුවක්කු,kodithuwakku
කේන්ද්‍රීය,kendreeya
ඇත්තකි,eththaki
ආතර්,athar
සිරිල්,siril
ස්වරයෙන්,swarayen
ස්ත්‍රි,sthri
සසඳා,sasanda
සනීප,saneepa
සන්දර්භය,sandarbhaya
සත්වයන්,sathwayan
විද්‍යාඥයෝ,widyagnayo
වාදයට,wadayata
වගාවට,wagawata
රහතන්,rahathan
රමණීය,ramaneeya
මි,mi
පිරිවර,piriwara
පිටිසර,pitisara
පැයක්,peyak
පත්‍රයක්,pathrayak
නොහඟින්නාහ,nohanginnaha
නැඟීම,nengeema
දුවන,duwana
තීන්ත,theentha
ගස්වල,gaswala
එඩිතර,edithara
එජාපෙ,ejape
උපහාර,upahara
උත්සන්න,uthsanna
ඇදීම,edeema
ආයෝජනය,ayojanaya
අවයව,awayawa
අරමුදල්,aramudal
අනුරාධපුරයේ,anuradhapuraye
අදහසට,adahasata
අජිත්,ajith
සිහිනය,sihinaya
සම්මුඛ,sammuka
විසඳුම,wisanduma
විශේෂත්වය,wisheshathwaya
විමසන,wimasana
විධිය,widhiya
වැඩිමහල්,wedimahal
වාහනයක්,wahanayak
ලබාදීමේ,labadeeme
රවුම්,rawum
මුහුණෙහි,muhunehi
මාධ්‍යය,madhyaya
මකර,makara
බියකරු,biyakaru
බත,batha
පොහොය,pohoya
පේන්නෙ,penne
පැවතියේ,pewathiye
පාඨමාලාව,patamalawa
ප්‍රකාශිත,prakashitha
නැතැ,nethe
නැංගේ,nenge
දෙතොල්,dethol
දූවිලි,duwili
දුන්නෙ,dunne
තෘප්තිමත්,thpthimath
චක්‍ර,chakra
ගෝචර,gochara
කිසිවෙකුට,kisiwekuta
ඉරාකයේ,irakaye
ඇත්තෙක්,eththek
ආයේ,aye
අසමින්,asamin
අනුරාධපුරය,anuradhapuraya
අධ්‍යාපනයක්,adhyapanayak
ළංව,lanwa
සෙල්ලිපි,sellipi
සමූහය,samuhaya
සමාගමක්,samagamak
ශාක්‍ය,shakya
විඳිමින්,windimin
රජුන්ගේ,rajunge
මෑතකදී,methakadee
මාධ්‍යයක්,madhyayak
මාක්ස්වාදී,makswadee
පෙනුමක්,penumak
පිටියේ,pitiye
පැහැදිලිවම,pehediliwama
පස්සට,passata
නොවූයේ,nowuye
නිහාල්,nihal
දමනය,damanaya
තරුණයකු,tharunayaku
ඩබ්,dab
ඥාතීන්,gnatheen
ජනනය,jananaya
ගොවීන්ට,goweenta
කොන්ෆියුසියස්,konfiyusiyas
කෙලෙසුන්,kelesun
කෙරෙති,kerethi
කාලයකට,kalayakata
උපදවා,upadawa
අන්‍යොන්‍ය,anyonya
අතෙහි,athehi
අත්කර,athkara
හිතුවා,hithuwa
හැකිව,hekiwa
හටගන්නා,hataganna
සෙබළුන්,sebalun
සම්ප්‍රදායික,sampradayika
සංඝයාගෙන්,sanghayagen
වීරසිංහ,weerasinha
ලේබකයන්,lebakayan
රජ්ජුරුවො,rajjuruwo
මෑණියන්,meniyan
මාර,mara
බලයි,balayi
ඵලදායී,paladayee
නිරුද්ධ,niruddha
ධනාත්මක,dhanathmaka
දෙවියා,dewiya
දෙමව්පියන්,demawpiyan
ජර්මනියේ,jarmaniye
ජනප්‍රවාද,janaprawada
චිත්‍රය,chithraya
ගැටළුව,getaluwa
කඳවුරට,kandawurata
ඔත්තු,oththu
එමින්,emin
ඇසීම,eseema
අදහන,adahana
සීමාවන්,seemawan
සලකයි,salakayi
ශෝකයෙන්,shokayen
වෑයම,weyama
වනාන්තර,wananthara
රවි,rawi
යථොක්ත,yathoktha
බ්‍රහ්මයා,brahmaya
පියතුමා,piyathuma
පවුලට,pawulata
පත්වේ,pathwe
නැත්ත,neththa
නැඟෙනහිර,nengenahira
දෙයට,deyata
තිර,thira
ජීවත්වීම,jeewathweema
කිටී,kitee
කාමරයක්,kamarayak
කරන්නකි,karannaki
කමිටුවේ,kamituwe
උෂ්ණත්වය,ushnathwaya
උපනන්ද,upananda
ඉරියව්,iriyaw
අපේක්ෂාවෙන්,apekshawen
සේය,seya
මිලක්,milak
මරු,maru
මධ්‍යස්ථ,madhyastha
භූත,bhutha
ප්‍රදේශයක,pradeshayaka
ප්‍රගතිය,pragathiya
නාදය,nadaya
නන්,nan
දේට,deta
දීඝ,deegha
දැනීම,deneema
තමාව,thamawa
ඩයස්,dayas
ජයග්‍රහණයක්,jayagrahanayak
චි,chi
කිසිත්,kisith
කිරිමෙන්,kirimen
කිනම්,kinam
ඔබත්,obath
අවුරුද්දේ,awurudde
හැඳින,hendina
සොයාගත,soyagatha
සැක්ස්ටස්,sekstas
වැඩවසම්,wedawasam
වැටුණේ,wetune
ලබාගන්නා,labaganna
යාබද,yabada
මාතෘකා,mathka
බොහෝවිට,bohowita
බෙල්ල,bella
පොලීසියේ,poleesiye
පුවතක්,puwathak
ප්‍රති,prathi
නිර්ණය,nirnaya
නවීකරණය,naweekaranaya
දැකලා,dekala
තිබුණද,thibunada
ත්‍රිකුණාමලය,thrikunamalaya
තරණය,tharanaya
තනතුරට,thanathurata
තත්ත්වයකි,thaththwayaki
ගුලි,guli
ගරා,gara
කො,ko
කරුණාකර,karunakara
ආදියට,adiyata
අමෙරිකාවේ,amerikawe
අන්‍යයෝ,anyayo
හටගත්තේ,hatagaththe
සිනිඳු,sinindu
සැලැස්මක්,selesmak
සංඝාදිසේස,sanghadisesa
සංකේතවත්,sankethawath
වේලාවකට,welawakata
රෝගයක්,rogayak
යටට,yatata
මිහින්තලේ,mihinthale
බුද්ධිමතුන්,buddhimathun
බුද්ධප්‍රතිමා,buddhaprathima
පිරිවෙන,piriwena
පින්තූර,pinthura
පැමිණියා,peminiya
පරීක්ෂණය,pareekshanaya
නමස්කාර,namaskara
දෑස,desa
තුනට,thunata
තා,tha
ජයවර්ධනපුර,jayawardhanapura
කාව්‍යයක්,kawyayak
ක්‍රියාවලියක්,kriyawaliyak
කරත්ත,karaththa
කරණීයා,karaneeya
ඔබා,oba
උලෙළ,ulela
අවිනිශ්චිත,awinishchitha
සාමාජිකයින්,samajikayin
වාතාවරණය,wathawaranaya
වර්ණයෙන්,warnayen
රැස්ව,reswa
බිලියන,biliyana
පුරුද්දක්,puruddak
පිළිගත්තේ,piligaththe
ප්‍රශංසා,prashansa
ප්‍රයත්න,prayathna
නොලැබීම,nolebeema
නිෂ්පාදනයේ,nishpadanaye
දෙසූ,desu
දෙවැන්න,dewenna
දෙකයි,dekayi
තිලකරත්න,thilakarathna
ජීවිතයත්,jeewithayath
ගොඩගේ,godage
කේන්ති,kenthi
කීර්තිය,keerthiya
කාන්තාවක,kanthawaka
කළුවර,kaluwara
කර්නල්,karnal
කරන්නාක්,karannak
කරගන්නට,karagannata
කඳවුරේ,kandawure
කන්දේ,kande
එබී,ebee
උතුමාණන්,uthumanan
අසමාන,asamana
අපමණ,apamana
සිවුරක්,siwurak
සිනමාව,sinamawa
සාරය,saraya
ස්වල්පයක්,swalpayak
වෙළඳපොළ,welandapola
වුන,wuna
වීමය,weemaya
විභාගයට,wibhagayata
යටතට,yatathata
මුකුත්,mukuth
මිදුල,midula
භාෂාවට,bhashawata
පිල,pila
පස්වන,paswana
නව්‍යවාදය,nawyawadaya
දුවගෙන,duwagena
තිබෙනව,thibenawa
ගණන්වල,gananwala
කෝප්පය,koppaya
එක්වීමට,ekweemata
ඇරගෙන,eragena
ඇතැමුන්,ethemun
ආවොත්,awoth
අප්‍රිය,apriya
අපව,apawa
ළමය,lamaya
හමුවූ,hamuwu
සීමාසහිත,seemasahitha
සිරිදාස,siridasa
විවිධත්වය,wiwidhathwaya
රාගයෙන්,ragayen
රටෙහි,ratehi
රටාවක්,ratawak
මොහොතකින්,mohothakin
භාෂාවල,bhashawala
ප්‍රශ්ණය,prashnaya
පස්සෙන්,passen
පටහැනි,pataheni
දේවි,dewi
දෙහි,dehi
දායාද,dayada
දණ,dana
චේ,che
චලනය,chalanaya
ගෑනි,geni
ක්ෂත්‍රිය,kshathriya
කතාවේ,kathawe
ඒකනායක,ekanayaka
ඉඩමක්,idamak
ඇවැතකට,ewethakata
ඇතුළේ,ethule
ඇතුළෙ,ethule
ආරංචිය,aranchiya
ආමන්ත්‍රණය,amanthranaya
අනුකම්පාව,anukampawa
හීන්,heen
හ්ම්,hm
සොෆ්යා,sofya
සිල්වත්,silwath
සෑහීමකට,seheemakata
සැණින්,senin
සාහිත්‍යමය,sahithyamaya
ශික්ෂාපද,shikshapada
විදුලිබල,widulibala
ලූ,lu
ලලිත්,lalith
යැවීම,yeweema
යාඥා,yagna
මුවා,muwa
බෙන්තොට,benthota
බැහැරව,beherawa
පීඩිත,peeditha
පසෙකින්,pasekin
පදයක්,padayak
නොයන,noyana
නුදුරු,nuduru
නිගමන,nigamana
නමට,namata
තේරුමක්,therumak
තරමටම,tharamatama
ජනතාවක්,janathawak
කොංග්‍රස්,kongras
කීවත්,keewath
කිරීමද,kireemada
කාගේ,kage
කවරේ,kaware
කපටි,kapati
කථිකාචාර්ය,kathikacharya
උමතු,umathu
ඇසුවාය,esuwaya
හිසේ,hise
හිඳගෙන,hindagena
